Youth,Label,Date,Filename,Status
SkylerClark,GT,2024-11-18,SkylerClark GT 2024-11-18.docx,valid
SkylerClark,GT,2024-11-24,SkylerClark GT 2024-11-24.docx,valid
SkylerClark,GT,2024-11-22,SkylerClark GT 2024-11-22.docx,valid
SkylerClark,GT,2024-11-30,SkylerClark GT 2024-11-30.docx,valid
SkylerClark,GT,2024-11-28,SkylerClark GT 2024-11-28.docx,valid
SkylerClark,GT,2024-12-06,SkylerClark GT 2024-12-06.docx,valid
SkylerClark,GT,2024-12-05,SkylerClark GT 2024-12-05.docx,valid
SkylerClark,GT,2024-12-12,SkylerClark GT 2024-12-12.docx,valid
SkylerClark,GT,2024-12-14,SkylerClark GT 2024-12-14.docx,valid
SkylerClark,GT,2024-12-22,,skipped
SkylerClark,GT,2024-12-23,SkylerClark GT 2024-12-23.docx,valid
SkylerClark,GT,2024-12-29,SkylerClark GT 2024-12-29.docx,valid
SkylerClark,GT,2024-12-25,SkylerClark GT 2024-12-25.docx,valid
EmersonWilson,GT,2024-01-13,EmersonWilsonGT2024-01-13.docx,misnamed
EmersonWilson,GT,2024-01-15,EmersonWilson GT 2024-01-15.docx,valid
EmersonWilson,GT,2024-01-12,EmersonWilson GT 2024-01-12.docx,valid
EmersonWilson,GT,2024-01-21,EmersonWilson GT 2024-01-21.docx,valid
EmersonWilson,GT,2024-01-19,EmersonWilson GT 2024-01-19.docx,valid
EmersonWilson,GT,2024-01-20,EmersonWilson GT 2024-01-20.docx,valid
EmersonWilson,GT,2024-01-24,EmersonWilson GT 2024-01-24.docx,valid
EmersonWilson,GT,2024-01-25,EmersonWilson GT 2024-01-25.docx,valid
EmersonWilson,GT,2024-01-26,EmersonWilson GT 2024-01-26.docx,valid
EmersonWilson,GT,2024-01-30,EmersonWilson GT 2024-01-30.docx,valid
EmersonWilson,GT,2024-02-04,EmersonWilson GT 2024-02-04.docx,valid
EmersonWilson,GT,2024-02-05,EmersonWilson GT 2024-02-05.docx,valid
EmersonWilson,GT,2024-02-08,EmersonWilson GT 2024-02-08.docx,valid
EmersonWilson,GT,2024-02-07,EmersonWilson GT 2024-02-07.docx,valid
EmersonWilson,GT,2024-02-06,EmersonWilson GT 2024-02-06.docx,valid
EmersonWilson,GT,2024-02-13,EmersonWilson GT 2024-02-13.docx,valid
EmersonWilson,GT,2024-02-16,EmersonWilson GT 2024-02-16.docx,valid
EmersonWilson,GT,2024-02-18,EmersonWilson GT 2024-02-18.docx,valid
EmersonWilson,GT,2024-02-26,EmersonWilson GT 2024-02-26.docx,valid
EmersonWilson,GT,2024-02-22,EmersonWilson GT 2024-02-22.docx,valid
EmersonWilson,GT,2024-02-21,EmersonWilson GT 2024-02-21.docx,valid
EmersonWilson,GT,2024-02-27,EmersonWilson GT 2024-02-27.docx,valid
EmersonWilson,GT,2024-02-29,EmersonWilson GT 2024-02-29.docx,valid
EmersonWilson,GT,2024-02-28,EmersonWilson GT 2024-02-28.docx,valid
EmersonWilson,GT,2024-03-06,EmersonWilson GT 2024-03-06.docx,valid
EmersonWilson,GT,2024-03-05,EmersonWilsonGT2024-03-05.docx,misnamed
EmersonWilson,GT,2024-03-07,EmersonWilson GT 2024-03-07.docx,valid
EmersonWilson,GT,2024-03-17,EmersonWilson GT 2024-03-17.docx,valid
EmersonWilson,GT,2024-03-18,EmersonWilson GT 2024-03-18.docx,valid
EmersonWilson,GT,2024-03-14,EmersonWilsonGT2024-03-14.docx,misnamed
EmersonWilson,GT,2024-03-20,EmersonWilson GT 2024-03-20.docx,valid
EmersonWilson,GT,2024-03-22,EmersonWilson GT 2024-03-22.docx,valid
EmersonWilson,GT,2024-03-19,,skipped
EmersonWilson,GT,2024-03-27,EmersonWilson GT 2024-03-27.docx,valid
EmersonWilson,GT,2024-03-26,EmersonWilson GT 2024-03-26.docx,valid
EmersonWilson,GT,2024-03-28,EmersonWilson GT 2024-03-28.docx,valid
EmersonWilson,GT,2024-04-06,EmersonWilson GT 2024-04-06.docx,valid
EmersonWilson,GT,2024-04-02,EmersonWilson GT 2024-04-02.docx,valid
EmersonWilson,GT,2024-04-03,EmersonWilson GT 2024-04-03.docx,valid
EmersonWilson,GT,2024-04-11,EmersonWilson GT 2024-04-11.docx,valid
EmersonWilson,GT,2024-04-14,EmersonWilson GT 2024-04-14.docx,valid
EmersonWilson,GT,2024-04-09,EmersonWilson GT 2024-04-09.docx,valid
EmersonWilson,GT,2024-04-18,EmersonWilson GT 2024-04-18.docx,valid
EmersonWilson,GT,2024-04-19,EmersonWilson GT 2024-04-19.docx,valid
EmersonWilson,GT,2024-04-20,EmersonWilson GT 2024-04-20.docx,valid
EmersonWilson,GT,2024-04-27,EmersonWilson GT 2024-04-27.docx,valid
EmersonWilson,GT,2024-04-28,EmersonWilsonGT2024-04-28.docx,misnamed
EmersonWilson,GT,2024-04-29,EmersonWilson GT 2024-04-29.pdf,misnamed
EmersonWilson,GT,2024-05-01,EmersonWilson GT 2024-05-01.docx,valid
EmersonWilson,GT,2024-05-05,EmersonWilson GT 2024-05-05.docx,valid
EmersonWilson,GT,2024-05-04,EmersonWilsonGT2024-05-04.docx,misnamed
EmersonWilson,GT,2024-05-11,EmersonWilson GT 2024-05-11.docx,valid
EmersonWilson,GT,2024-05-12,EmersonWilson GT 2024-05-12.docx,valid
EmersonWilson,GT,2024-05-08,EmersonWilson GT 2024-05-08.docx,valid
EmersonWilson,GT,2024-05-15,EmersonWilson GT 2024-05-15.docx,valid
EmersonWilson,GT,2024-05-16,EmersonWilson GT 2024-05-16.docx,valid
EmersonWilson,GT,2024-05-18,EmersonWilson GT 2024-05-18.docx,valid
EmersonWilson,GT,2024-05-21,EmersonWilson GT 2024-05-21.docx,valid
EmersonWilson,GT,2024-05-23,EmersonWilson GT 2024-05-23.docx,valid
EmersonWilson,GT,2024-05-27,EmersonWilson GT 2024-05-27.docx,valid
EmersonWilson,GT,2024-06-02,EmersonWilson GT 2024-06-02.docx,valid
EmersonWilson,GT,2024-05-31,EmersonWilson GT 2024-05-31.docx,valid
EmersonWilson,GT,2024-05-28,EmersonWilson GT 2024-05-28.docx,valid
EmersonWilson,GT,2024-06-04,EmersonWilson GT 2024-06-04.docx,valid
EmersonWilson,GT,2024-06-05,EmersonWilson GT 2024-06-05.docx,valid
EmersonWilson,GT,2024-06-06,EmersonWilson GT 2024-06-06.docx,valid
EmersonWilson,GT,2024-06-14,EmersonWilson GT 2024-06-14.docx,valid
EmersonWilson,GT,2024-06-17,EmersonWilson GT 2024-06-17.docx,valid
EmersonWilson,GT,2024-06-15,EmersonWilson GT 2024-06-15.docx,valid
EmersonWilson,GT,2024-06-23,EmersonWilson GT 2024-06-23.docx,valid
EmersonWilson,GT,2024-06-22,EmersonWilson GT 2024-06-22.docx,valid
EmersonWilson,GT,2024-06-19,EmersonWilson GT 2024-06-19.docx,valid
EmersonWilson,GT,2024-06-27,EmersonWilson GT 2024-06-27.docx,valid
EmersonWilson,GT,2024-06-26,EmersonWilson GT 2024-06-26.docx,valid
EmersonWilson,GT,2024-06-29,EmersonWilson GT 2024-06-29.docx,valid
EmersonWilson,GT,2024-07-04,EmersonWilson GT 2024-07-04.docx,valid
EmersonWilson,GT,2024-07-05,EmersonWilson GT 2024-07-05.docx,valid
EmersonWilson,GT,2024-07-06,EmersonWilson GT 2024-07-06.docx,valid
EmersonWilson,GT,2024-07-14,EmersonWilson GT 2024-07-14.docx,valid
EmersonWilson,GT,2024-07-15,EmersonWilson GT 2024-07-15.docx,valid
EmersonWilson,GT,2024-07-10,EmersonWilson GT 2024-07-10.docx,valid
EmersonWilson,GT,2024-07-17,EmersonWilson GT 2024-07-17.docx,valid
EmersonWilson,GT,2024-07-18,EmersonWilson GT 2024-07-18.docx,valid
EmersonWilson,GT,2024-07-20,EmersonWilson GT 2024-07-20.docx,valid
EmersonWilson,GT,2024-07-26,EmersonWilson GT 2024-07-26.docx,valid
EmersonWilson,GT,2024-07-28,EmersonWilson GT 2024-07-28.docx,valid
EmersonWilson,GT,2024-07-25,EmersonWilson GT 2024-07-25.docx,valid
EmersonWilson,GT,2024-08-02,EmersonWilson GT 2024-08-02.docx,valid
EmersonWilson,GT,2024-08-03,EmersonWilson GT 2024-08-03.docx,valid
EmersonWilson,GT,2024-08-01,EmersonWilson GT 2024-08-01.docx,valid
EmersonWilson,GT,2024-08-07,EmersonWilson GT 2024-08-07.docx,valid
EmersonWilson,GT,2024-08-06,EmersonWilson GT 2024-08-06.docx,valid
EmersonWilson,GT,2024-08-09,EmersonWilson GT 2024-08-09.docx,valid
EmersonWilson,GT,2024-08-19,EmersonWilson GT 2024-08-19.docx,valid
EmersonWilson,GT,2024-08-17,EmersonWilsonGT2024-08-17.docx,misnamed
EmersonWilson,GT,2024-08-16,EmersonWilson GT 2024-08-16.docx,valid
EmersonWilson,GT,2024-08-24,EmersonWilson GT 2024-08-24.docx,valid
EmersonWilson,GT,2024-08-25,EmersonWilson GT 2024-08-25.docx,valid
EmersonWilson,GT,2024-08-21,EmersonWilson GT 2024-08-21.docx,valid
EmersonWilson,GT,2024-09-02,EmersonWilson GT 2024-09-02.docx,valid
EmersonWilson,GT,2024-08-28,EmersonWilson GT 2024-08-28.docx,valid
EmersonWilson,GT,2024-09-01,EmersonWilson GT 2024-09-01.docx,valid
EmersonWilson,GT,2024-09-08,EmersonWilson GT 2024-09-08.docx,valid
EmersonWilson,GT,2024-09-04,EmersonWilson GT 2024-09-04.docx,valid
EmersonWilson,GT,2024-09-03,EmersonWilson GT 2024-09-03.docx,valid
EmersonWilson,GT,2024-09-13,EmersonWilson GT 2024-09-13.docx,valid
EmersonWilson,GT,2024-09-10,EmersonWilson GT 2024-09-10.docx,valid
EmersonWilson,GT,2024-09-14,EmersonWilson GT 2024-09-14.docx,valid
EmersonWilson,GT,2024-09-22,EmersonWilson GT 2024-09-22.docx,valid
EmersonWilson,GT,2024-09-19,EmersonWilson GT 2024-09-19.docx,valid
EmersonWilson,GT,2024-09-18,EmersonWilson GT 2024-09-18.docx,valid
EmersonWilson,GT,2024-09-29,EmersonWilsonGT2024-09-29.docx,misnamed
EmersonWilson,GT,2024-09-26,EmersonWilson GT 2024-09-26.docx,valid
EmersonWilson,GT,2024-09-25,EmersonWilson GT 2024-09-25.docx,valid
EmersonWilson,GT,2024-10-03,EmersonWilson GT 2024-10-03.docx,valid
EmersonWilson,GT,2024-10-04,EmersonWilson GT 2024-10-04.docx,valid
EmersonWilson,GT,2024-10-02,EmersonWilson GT 2024-10-02.docx,valid
EmersonWilson,GT,2024-10-11,EmersonWilson GT 2024-10-11.docx,valid
EmersonWilson,GT,2024-10-12,EmersonWilson GT 2024-10-12.docx,valid
EmersonWilson,GT,2024-10-13,EmersonWilson GT 2024-10-13.docx,valid
EmersonWilson,GT,2024-10-17,EmersonWilson GT 2024-10-17.docx,valid
EmersonWilson,GT,2024-10-21,EmersonWilson GT 2024-10-21.docx,valid
EmersonWilson,GT,2024-10-20,EmersonWilson GT 2024-10-20.docx,valid
EmersonWilson,GT,2024-10-27,EmersonWilson GT 2024-10-27.docx,valid
EmersonWilson,GT,2024-10-25,EmersonWilson GT 2024-10-25.docx,valid
EmersonWilson,GT,2024-10-24,EmersonWilson GT 2024-10-24.pdf,misnamed
EmersonWilson,GT,2024-11-04,EmersonWilson GT 2024-11-04.docx,valid
EmersonWilson,GT,2024-10-31,,skipped
EmersonWilson,GT,2024-11-01,EmersonWilson GT 2024-11-01.docx,valid
EmersonWilson,GT,2024-11-05,EmersonWilson GT 2024-11-05.docx,valid
EmersonWilson,GT,2024-11-11,EmersonWilson GT 2024-11-11.docx,valid
EmersonWilson,GT,2024-11-10,EmersonWilson GT 2024-11-10.docx,valid
EmersonWilson,GT,2024-11-17,EmersonWilson GT 2024-11-17.docx,valid
EmersonWilson,GT,2024-11-12,EmersonWilson GT 2024-11-12.docx,valid
EmersonWilson,GT,2024-11-13,EmersonWilson GT 2024-11-13.docx,valid
EmersonWilson,GT,2024-11-19,EmersonWilson GT 2024-11-19.docx,valid
EmersonWilson,GT,2024-11-24,EmersonWilson GT 2024-11-24.docx,valid
EmersonWilson,GT,2024-11-20,,skipped
EmersonWilson,GT,2024-12-01,EmersonWilson GT 2024-12-01.docx,valid
EmersonWilson,GT,2024-11-30,EmersonWilson GT 2024-11-30.docx,valid
EmersonWilson,GT,2024-12-02,EmersonWilson GT 2024-12-02.docx,valid
EmersonWilson,GT,2024-12-09,EmersonWilson GT 2024-12-09.docx,valid
EmersonWilson,GT,2024-12-07,EmersonWilson GT 2024-12-07.docx,valid
EmersonWilson,GT,2024-12-05,EmersonWilson GT 2024-12-05.docx,valid
EmersonWilson,GT,2024-12-16,EmersonWilson GT 2024-12-16.docx,valid
EmersonWilson,GT,2024-12-13,EmersonWilson GT 2024-12-13.docx,valid
EmersonWilson,GT,2024-12-10,EmersonWilson GT 2024-12-10.docx,valid
EmersonWilson,GT,2024-12-18,EmersonWilsonGT2024-12-18.docx,misnamed
EmersonWilson,GT,2024-12-22,EmersonWilson GT 2024-12-22.docx,valid
EmersonWilson,GT,2024-12-23,EmersonWilson GT 2024-12-23.docx,valid
EmersonWilson,GT,2024-12-30,EmersonWilson GT 2024-12-30.docx,valid
EmersonWilson,GT,2024-12-25,EmersonWilson GT 2024-12-25.docx,valid
EmersonWilson,GT,2024-12-28,EmersonWilson GT 2024-12-28.docx,valid
EmersonWilson,GT,2025-01-05,EmersonWilson GT 2025-01-05.docx,valid
EmersonWilson,GT,2025-01-06,EmersonWilson GT 2025-01-06.docx,valid
EmersonWilson,GT,2025-01-02,EmersonWilson GT 2025-01-02.docx,valid
AlexLee,GT,2024-01-29,AlexLee GT 2024-01-29.docx,valid
AlexLee,GT,2024-01-26,AlexLee GT 2024-01-26.docx,valid
AlexLee,GT,2024-01-25,GT AlexLee 2024-01-25.docx,misnamed
AlexLee,GT,2024-02-05,AlexLee GT 2024-02-05.docx,valid
AlexLee,GT,2024-01-31,AlexLee GT 2024-01-31.docx,valid
AlexLee,GT,2024-02-04,AlexLee GT 2024-02-04.docx,valid
AlexLee,GT,2024-02-09,AlexLee GT 2024-02-09.docx,valid
AlexLee,GT,2024-02-07,AlexLee GT 2024-02-07.docx,valid
AlexLee,GT,2024-02-10,AlexLee GT 2024-02-10.docx,valid
AlexLee,GT,2024-02-16,AlexLee GT 2024-02-16.docx,valid
AlexLee,GT,2024-02-19,AlexLee GT 2024-02-19.docx,valid
AlexLee,GT,2024-02-13,AlexLee GT 2024-02-13.docx,valid
AlexLee,GT,2024-02-20,AlexLee GT 2024-02-20.docx,valid
AlexLee,GT,2024-02-26,AlexLee GT 2024-02-26.docx,valid
AlexLee,GT,2024-02-22,AlexLee GT 2024-02-22.docx,valid
AlexLee,GT,2024-02-27,AlexLee GT 2024-02-27.docx,valid
AlexLee,GT,2024-03-03,AlexLee GT 2024-03-03.docx,valid
AlexLee,GT,2024-02-28,GT AlexLee 2024-02-28.docx,misnamed
AlexLee,GT,2024-03-07,AlexLee GT 2024-03-07.docx,valid
AlexLee,GT,2024-03-11,AlexLee GT 2024-03-11.docx,valid
AlexLee,GT,2024-03-08,AlexLee GT 2024-03-08.docx,valid
AlexLee,GT,2024-03-13,AlexLee GT 2024-03-13.docx,valid
AlexLee,GT,2024-03-15,AlexLee GT 2024-03-15.docx,valid
AlexLee,GT,2024-03-12,AlexLee GT 2024-03-12.docx,valid
AlexLee,GT,2024-03-20,AlexLee GT 2024-03-20.docx,valid
AlexLee,GT,2024-03-25,AlexLee GT 2024-03-25.docx,valid
AlexLee,GT,2024-03-24,AlexLee GT 2024-03-24.docx,valid
AlexLee,GT,2024-04-01,AlexLee GT 2024-04-01.docx,valid
AlexLee,GT,2024-03-27,AlexLee GT 2024-03-27.docx,valid
AlexLee,GT,2024-03-28,,skipped
AlexLee,GT,2024-04-06,AlexLee GT 2024-04-06.docx,valid
AlexLee,GT,2024-04-07,AlexLee GT 2024-04-07.docx,valid
AlexLee,GT,2024-04-02,AlexLee GT 2024-04-02.docx,valid
AlexLee,GT,2024-04-11,AlexLee GT 2024-04-11.docx,valid
AlexLee,GT,2024-04-10,AlexLee GT 2024-04-10.docx,valid
AlexLee,GT,2024-04-15,AlexLee GT 2024-04-15.docx,valid
AlexLee,GT,2024-04-16,AlexLee GT 2024-04-16.docx,valid
AlexLee,GT,2024-04-20,AlexLee GT 2024-04-20.docx,valid
AlexLee,GT,2024-04-18,AlexLee GT 2024-04-18.docx,valid
AlexLee,GT,2024-04-24,AlexLee GT 2024-04-24.docx,valid
AlexLee,GT,2024-04-23,AlexLee GT 2024-04-23.docx,valid
AlexLee,GT,2024-04-25,AlexLeeGT2024-04-25.docx,misnamed
AlexLee,GT,2024-05-06,AlexLee GT 2024-05-06.docx,valid
AlexLee,GT,2024-05-02,AlexLee GT 2024-05-02.docx,valid
AlexLee,GT,2024-05-01,AlexLee GT 2024-05-01.docx,valid
AlexLee,GT,2024-05-09,AlexLee GT 2024-05-09.docx,valid
AlexLee,GT,2024-05-08,AlexLee GT 2024-05-08.docx,valid
AlexLee,GT,2024-05-11,AlexLee GT 2024-05-11.docx,valid
AlexLee,GT,2024-05-16,AlexLee GT 2024-05-16.docx,valid
AlexLee,GT,2024-05-17,AlexLee GT 2024-05-17.docx,valid
AlexLee,GT,2024-05-19,AlexLee GT 2024-05-19.docx,valid
AlexLee,GT,2024-05-22,AlexLee GT 2024-05-22.docx,valid
AlexLee,GT,2024-05-26,AlexLee GT 2024-05-26.docx,valid
AlexLee,GT,2024-05-23,AlexLee GT 2024-05-23.docx,valid
AlexLee,GT,2024-05-29,AlexLee GT 2024-05-29.docx,valid
AlexLee,GT,2024-06-02,AlexLee GT 2024-06-02.docx,valid
AlexLee,GT,2024-05-28,AlexLee GT 2024-05-28.docx,valid
AlexLee,GT,2024-06-05,AlexLee GT 2024-06-05.docx,valid
AlexLee,GT,2024-06-08,AlexLee GT 2024-06-08.docx,valid
AlexLee,GT,2024-06-07,AlexLee GT 2024-06-07.docx,valid
AlexLee,GT,2024-06-16,AlexLee GT 2024-06-16.docx,valid
AlexLee,GT,2024-06-11,AlexLee GT 2024-06-11.docx,valid
AlexLee,GT,2024-06-13,AlexLee GT 2024-06-13.docx,valid
AlexLee,GT,2024-06-23,AlexLee GT 2024-06-23.docx,valid
AlexLee,GT,2024-06-18,AlexLee GT 2024-06-18.docx,valid
AlexLee,GT,2024-06-20,AlexLee GT 2024-06-20.docx,valid
AlexLee,GT,2024-06-26,AlexLee GT 2024-06-26.docx,valid
AlexLee,GT,2024-06-27,AlexLee GT 2024-06-27.docx,valid
AlexLee,GT,2024-06-30,AlexLee GT 2024-06-30.docx,valid
AlexLee,GT,2024-07-05,AlexLee GT 2024-07-05.docx,valid
AlexLee,GT,2024-07-08,AlexLee GT 2024-07-08.docx,valid
AlexLee,GT,2024-07-07,AlexLeeGT2024-07-07.docx,misnamed
AlexLee,GT,2024-07-12,AlexLee GT 2024-07-12.docx,valid
AlexLee,GT,2024-07-14,AlexLee GT 2024-07-14.docx,valid
AlexLee,GT,2024-07-09,AlexLee GT 2024-07-09.docx,valid
AlexLee,GT,2024-07-16,AlexLee GT 2024-07-16.docx,valid
AlexLee,GT,2024-07-18,AlexLee GT 2024-07-18.docx,valid
AlexLee,GT,2024-07-17,AlexLee GT 2024-07-17.docx,valid
AlexLee,GT,2024-07-23,AlexLee GT 2024-07-23.docx,valid
AlexLee,GT,2024-07-29,AlexLee GT 2024-07-29.docx,valid
AlexLee,GT,2024-07-28,AlexLee GT 2024-07-28.docx,valid
AlexLee,GT,2024-08-05,AlexLee GT 2024-08-05.docx,valid
AlexLee,GT,2024-08-03,AlexLee GT 2024-08-03.docx,valid
AlexLee,GT,2024-07-30,AlexLee GT 2024-07-30.docx,valid
AlexLee,GT,2024-08-11,AlexLee GT 2024-08-11.docx,valid
AlexLee,GT,2024-08-07,AlexLee GT 2024-08-07.docx,valid
AlexLee,GT,2024-08-09,AlexLee GT 2024-08-09.docx,valid
AlexLee,GT,2024-08-15,AlexLee GT 2024-08-15.docx,valid
AlexLee,GT,2024-08-17,AlexLee GT 2024-08-17.docx,valid
AlexLee,GT,2024-08-18,AlexLee GT 2024-08-18.docx,valid
AlexLee,GT,2024-08-20,AlexLee GT 2024-08-20.docx,valid
AlexLee,GT,2024-08-22,AlexLee GT 2024-08-22.pdf,misnamed
AlexLee,GT,2024-08-26,AlexLee GT 2024-08-26.docx,valid
AlexLee,GT,2024-09-01,AlexLee GT 2024-09-01.docx,valid
AlexLee,GT,2024-08-31,AlexLee GT 2024-08-31.docx,valid
AlexLee,GT,2024-08-29,AlexLee GT 2024-08-29.docx,valid
AlexLee,GT,2024-09-06,AlexLee GT 2024-09-06.docx,valid
AlexLee,GT,2024-09-04,AlexLee GT 2024-09-04.docx,valid
AlexLee,GT,2024-09-09,AlexLee GT 2024-09-09.docx,valid
AlexLee,GT,2024-09-10,AlexLee GT 2024-09-10.docx,valid
